,id,HotelName,sponsor,event,venue,City&Country,measurements,occasion,notes,call_number,keywords,language,date,place,place_type,currency,currency_symbol,status,page_count,dish_count
2363,16315,,,,,,,,,,,,1901-07-02,Hotel Seiler,,,,complete,2,9
3080,18216,,,,,,,,,,,,1900-10-07,Grandon Hotel,,,,complete,4,37
13909,31499,,"""Paris""""""",,,,21.5x15.5cm folded; 21.5x31cm open,,,1931-0014_wotm,,,1931-05-31,"""Paris""""""",,,,complete,4,15
2278,16113,,,,,,,,,,,,1906-12-31,Siegel Cooper Co.,,Dollars,$,complete,4,212
10910,28417,,"Terrace Room, The Plaza",,,,24x16.5cm folded; 24x32.5cm open,,,1958-0065_wotm,,,1958-10-15,"Terrace Room, The Plaza",,,,complete,15,56
10421,27907,,M/V Island Princess,,,,28x21.5 folded; 28x43 open,,,1973-0015_wotm,,,1973-09-25,M/V Island Princess,,,,complete,3,64
17532,35507,Mercantile Lunch Co.,Mercantile Lunch Co.,,,,,,2 images,1913-0738_wotm,,,1913-09-23,Mercantile Lunch Co.,,Dollars,$,complete,2,102
15570,33189,Louis Sherry,Louis Sherry,,,,26.5x15.5cm folded; 26.5x31cm open,,,1917-0939_wotm,,,1917-12-15,Louis Sherry,,Dollars,$,complete,5,201
11072,28580,,Amy's,,,,22x9cm folded; 22x36cm open,,,1985-0016_wotm,,,1985-01-01,Amy's,,Dollars,$,complete,3,60
618,13254,,IMPERIAL HOTEL,DINER,COMMERCIAL,"[TOKYO, JAPAN]",CARD; 4.5X6.5;,,FRENCH; [PLACE INFO SUPPLIED BY FEB];,1900-3932,,,1900-07-22,Imperial Hotel,,,,complete,2,11
3399,19738,,RED STAR LINE,BREAKFAST,COMMERCIAL,EN ROUTE ABOARD S.S. WESTERNLAND,CARD; 5 X 8; ILLUS;,,"HANDWRITTEN; ILLUSTRATION OF FISHERMEN, SAILING SHIP; STEAMER;",1900-1134,,,1900-02-18,Red Star Line,,,,complete,2,16
11121,28631,,Perkeo Heidelberg,,,,33x20.5cm folded; 33x41cm open,,,1957-0013_wotm,,,1957-02-08,Perkeo Heidelberg,,Deutsche Marks,DM,complete,4,201
5292,21842,,COMPAGNIE GENERAL TRANSATLANTIQUE,"DAILY MENU, DINNER",COMMERCIAL,"ABOARD PAQUEBOT ""LA PROVENCE""",CARD; ILLUS; COL; 6 X 8;,,MOET & CHANDON CHAMPAGNE LISTED; MENU IN FRENCH AND ENGLISH; PHOTOS OF STEAMER AND CATHEDERAL;,1906-725,,,1906-09-27,Compagnie General Transatlantique,,,,complete,2,28
3089,18362,,,,,,,,,,,,1901-04-27,Union Square Hotel,,Dollars,$,complete,4,253
15720,33349,Mission Inn,Mission Inn,,,,,,,1915-0088,,,1915-01-01,Mission Inn,,,,complete,3,40
154,12642,,,,,,,,,,,,1901-01-01,Northern Steamship Co.,,Dollars,$,complete,4,11
2384,16436,,,,,,,,,,,,1900-02-25,Red Star Line,,,,complete,2,16
9126,26576,,La Perigourdine,,"FOREIGN,RESTAURANT","restaurant La Perigourdine, France","Folder, paper, 8.5 X 11.75 inches",,Dieter Zander Collection; cover illustration signed by artist; prices are handwritten,Zander 616 ,,,,La Perigourdine,,Francs,FF,complete,3,37
16611,34273,Hotel Astor,Hotel Astor,,,,17.5x11cm folded; 17.5x22cm open,,New York Credit Men's Association,1914-0975_wotm,,,1914-10-15,Hotel Astor,,,,complete,5,23
1520,14684,,,,,,,,,,,,1900-05-16,New Falmouth Hotel,,,,complete,2,55
2544,16702,,RED STAR LINE,DINNER,COMMERCIAL,S.S. ZEELAND,CARD; ILLUS; COL; 5X7.75;,,PHOTO OF STEAMSHIP SURROUNDED BY BORDER OF FLOWERS;,1901-2659,,,1901-11-16,Red Star Line,,,,complete,2,22
12735,30279,,Hotel Biltmore,,,,19x12.5cm folded; 19x37cm open,,New York Academy of Public Education,1939-0040_wotm,,,1939-02-16,Hotel Biltmore,,,,complete,5,11
14156,31750,,Lake Placid Club,,,,20x12.5cm folded; 20x25cm open,,,1920-0101_wotm,,,1920-09-09,Lake Placid Club,,,,complete,4,18
3195,19144,,,,,,,,,,,,1900-10-02,Nippon Yusen Kaisha,,,,complete,2,16
13017,30565,,Chateau Frontenac Quebec,,,,30.5x23cm folded; 30.5x46cm open,,,1937-0039_wotm,,,1937-03-04,Chateau Frontenac Quebec,,Canadian Dollars,C$,complete,4,231
14938,32545,Healy's Forty-second Street restaurant,Healy's Forty-second Street restaurant,,,,33x18cm,,,1918-0278_wotm,,,1918-04-01,Healy's Forty-second Street restaurant,,Dollars,$,complete,2,15
5132,21639,,HOTEL VENDOME,BREAKFAST,COMMERCIAL,NEW YORK,CARD; 7 X 11;,,PRICED MENU; HOTEL CREST;,1900-490,,,1900-01-24,Hotel Vendome,,Dollars,$,complete,2,180
13904,31494,,Hotel Victoria,,,,18x23cm,,The Pilgrims,1931-0008_wotm,,,1931-03-04,Hotel Victoria,,,,complete,2,24
754,13462,,MAISON DRIENNE,DINNER,,"50 WEST 17TH STREET, NYC",CARD; ILLUS; 5.5 X 7;,,"MENU EMBOSSED WITH NAME OF RESTAURANT . CHERUBS, WINE; WORDS TOUJOURS LAVANT, ALWAYS AHEAD;",1901-1574,,,1901-06-08,Maison Drienne,,,,complete,2,11
7559,24658,,BREAKFAST GIVEN BY MR. M. C. D. BORDEN,"DEDICATION OF MILL OF FALL RIVER IRON WORKS CO. FALL RIVER, MA;",COMMERCIAL,STEAMER PRISCILLA,FOLDER; COL; ILLUS; 8.25 X 6;,OTHER (COMMEMOATIVE);,INSIDE ILLUSTRATION OF MILL AND AMERICAN PRINTING CO. WITH STATISTICS; CHAMPAGNE; BLUE RIBBON,1895-163,,,1895-10-17,Breakfast Given By Mr. M. C. D. Borden,,,,complete,8,22
12503,30045,,"S.S. ""Veendam""""""",,,,25.5x18cm ,,,1948-0052_wotm,,,1948-08-14,"S.S. ""Veendam""""""",,,,complete,1,15
3609,19949,,OCEANIC STEAMSHIP COMPANY,DINNER,COMMERCIAL,EN ROUTE ABOARD SONOMA,CARD; 5.5 X 8.5;,,"LOGO; MENU NOTES TIME AND ""DRESSING BUGLE"";",1901-1274,,,1901-05-13,Oceanic Steamship Company,,,,complete,2,30
8072,25314,,THE SCHNORER CLUB OF MORRISANIA,ANNUAL DINNER,SOC;,NEW YORK?,BOOKLET; ILLUS; 5.5 X 8.5;,ANNIVERSARY;,WINES LISTED; PHOTO;,1907-891,,,1907-10-14,The Schnorer Club Of Morrisania,,,,complete,10,24
1189,14111,,RED STAR LINE - ANTWERPEN - NY,BREAKFAST,COM,EN ROUTE S.S.ZEELAND,BROADSIDE; 5.5. X 8;,,,1901-2700,,,1901-11-23,Red Star Line   Antwerpen   Ny,,,,complete,2,20
8609,25967,,LITCHFIELD COUNTY BAR,ONE HUNDREDTH ANIVERSARY OF ESTABLISHMENT OF COURT,PROF;,"BEARDSKEY HOUSE, WEST WINSTED, CT",BOOKLET; COL; ILLUS; 6.25 X 9;,ANNIVERSARY;,BUFF COVER; PAINTING OF  COURT HOUSE AND LITCHFIELD IN 1798; BLUE RIBBON; QUOTES;,1898-330,,,1898-11-18,Litchfield County Bar,,,,complete,6,16
9978,27461,,NORDEUTSCHER LLOYD BREMEN,LUNCH,STEAMSHIP,ABOARD KRONPRINZESSIN CECILIE,CARD; COL; 5.5 X 9.25,,MENU IN GERMAN AND ENGLISH;  GOLD BORDER,1910-788,,,1910-03-12,Nordeutscher Lloyd Bremen,,,,complete,1,140
958,13807,,CURRY & BURLINGAME,BILL OF FARE,COMMERCIAL,"CHAMBERS STREET, [NYC]",BROADSIDE; 5.5 X 7;,,PRICED MENU;,1901-1051,,,1901-04-27,Curry & Burlingame,,Dollars,$,complete,2,34
8448,25777,,LA  CLEMENTE AMITIE COSMOPOLITE 410 F.& A.M.,50TH ANNIVERSARY DINNER,SOC;,"UNION SQUARE,NY;",BROADSIDE; ILLUS;3.5X6;,ANNIVERSARY;,WINES INCLUDED;,1907-976,,,1907-11-17,La  Clemente Amitie Cosmopolite 410 F.& A.M.,,,,complete,2,21
5978,22687,,ALCAZAR HOTEL,LUNCHEON,COMMERCIAL,"ST.AUGUSTINE,FLA.",BROADSIDE; ILLUS ; 4 X 7.5;,,,1901-421,,,1901-02-19,Alcazar Hotel,,,,complete,2,45
4880,21265,,HAMBURG-AMERIKA LINIE,[DINNER],COMMERCIAL,"SCHNELLDAMPFER ""AUGUSTE VICTORIA""",FOLDER; 4.5X7.0; ILLUS; COL;,,"ILLUS,  HILL AND VILLAGE, SAILING SHIPS IN PORT;",1900-892,,,1900-02-11,Hamburg Amerika Linie,,,,complete,2,26
5128,21634,,SOUTHERN RAILWAY INSPECTION TRIP,DINNER,COMMERCIAL,"EN ROUTE, KNOXVILLE-SALISBURY",CARD; ILLUS; 5.6X6.6;,,TABLE D'HOTE MENU; DECORATIVE WREATH AROUND RAILWAY NAME;,1905-865,,,1905-11-16,Southern Railway Inspection Trip,,,,complete,2,25
11456,28970,,The Baron Steuben,,,,27x19cm folded; 27x38cm open,,,1963-0049_wotm,,,1963-09-13,The Baron Steuben,,Dollars,$,complete,6,66
2817,17063,,NORDDEUTSCHERRR LLOYD BREMEN,LUNCH,COMMERCIAL,"SS ""FRIEDRICH DER GROSSE""",CARD; ILLUS; COL; 5.25X8;,,GERMAN & ENGLISH; ILLUSTRATIONS OF LARGE SAILBOAT AT SEA AND NAVIGATION TOOLS; CARD ALSO A POSTCARD;,1901-1675,,,1901-06-17,Norddeutscherrr Lloyd Bremen,,,,complete,2,52
6291,23077,,AU CHAT NOIR HOTEL AND RESTAURANT,TABLE D'HOTE,COMMERCIAL,"32 WEST 28TH STREET AND 551 WEST BROADWAY, HALF BLOCK FROM BLEECKER L STATION, NEW YORK, [NY]",BROADSHEET; 5.5X7.0; ILLUS;,,"ILLUS, BLACK CAT IN CHEF'S APRON AND HAT HOLDING PEN AND NOTICE BOARD; MENU HAND WRITTEN ON PRINTED MENU CARD;",1900-873,,,1900-02-11,Au Chat Noir Hotel And Restaurant,,Dollars,$,complete,2,17
14291,31887,,Banff Springs Hotel,,,,19x12cm,,,1921-0068_wotm,,,1921-07-07,Banff Springs Hotel,,,,complete,2,12
10317,27802,,Ss Rotterdam,,,,21.5x15cm folded; 21.5x30cm open,,,1970-0026_wotm,,,1970-07-07,Ss Rotterdam,,,,complete,4,65
15787,33419,Canyon Hotel,Canyon Hotel,,,,,,,1915-0158,,,1915-01-01,Canyon Hotel,,,,complete,1,24
9602,27072,,"The New York, New Haven, and Hartford Railroad Co.",dinner,RAILROAD,"The Puritan, Dining Car",9 x 6 in. fold.,,Steward : J. H. Malone. Advertisement : Fall River Line.,Soete 163,,,,"The New York, New Haven, And Hartford Railroad Co.",,Dollars,$,complete,4,128
15897,33534,The New Willard,The New Willard,,,,,,,1915-0273,,,1915-01-01,The New Willard,,,,complete,9,24
5207,21735,,EMPEROR NICHOLAS II,LUNCHEON,GOVT;,"PALACE, ST. PETERSBUG, RUSSIA",CARD; ILLUS; 5 X 8;,OTHER (SOC);,FRENCH; CREST AT TOP; INFORMATION ABOUT PLACE HANDWRITTEN;,1899-547,,,1899-08-09,Emperor Nicholas Ii,,,,complete,2,7
17086,34912,Ritz Carlton New York,Ritz Carlton New York,,,,,,American Association of Commerce and Trade in Berlin,1913-0139_wotm,,,1913-01-16,Ritz Carlton New York,,,,complete,4,11
3503,19842,,HAMBURG-AMERIKA LINIE,DINNER,COMMERCIAL,EN ROUTE ABOARD SCNELLDAMPFER (EXPRESS STEAMER) AUGUSTE VICTORIA,CARD; COL; ILLUS; 9 X 7;,,GERMAN AND ENGLISH; MUSICAL PROGRAM; ILLUSTRATION OF STEAMER WITH AZORES IN THE BACKGROUND;,1900-2595,,,1900-03-27,Hamburg Amerika Linie,,,,complete,4,24
7694,24838,,TAMPA BAY HOTEL,[LUNCHEON],COMMERCIAL,"TAMPA,FLA.",BROADSIDE; COL; 4.5 X 7;,,,1901-231,,,1901-02-01,Tampa Bay Hotel,,,,complete,2,45
13172,30722,,Waldorf Astoria,,,,21.5x18cm folded; 21.5x36cm open,,The Merchants' Association of New York,1937-0188_wotm,,,1937-12-21,Waldorf Astoria,,,,complete,16,18
2691,16909,,NORTHERN PACIFIC RAILWAY,DINNER,COMMERCIAL,YELLOWSTONE PARK LINE,CARD; ILLUS; COL; 5.5X7.5;,,"TABLE D'HOTE MENU, $1; COMPANY LOGO AT TOP OF MENU; PRICED WINE LIST ON BACK OF MENU; [DATE INFO SUPPLIED BY FEB];",1900-3343,,,1900-05-01,Northern Pacific Railway,,Dollars,$,complete,2,70
3485,19824,,OCCIDENTAL & ORIENTAL STEAMSHIP COMPANY,DINNER,COMMERCIAL,SS COPTIC,FOLDER; 5.5X8.5;,,HAND-WRITTEN;,1900-2377,,,1900-03-11,Occidental & Oriental Steamship Company,,,,complete,4,35
2632,16806,,RED STAR LINE,BREAKFAST,COMMERCIAL,S.S. ZEELAND,CARD; ILLUS; COL; 5X7.75;,,PHOTO OF STEAMSHIP IN HARBOUR WITH NEARBY SAILBOATS; MENU ALSO A POSTCARD;,1901-2665,,,1901-11-18,Red Star Line,,,,complete,2,23
11078,28586,,The Composer,,,,36x26cm folded; 36x52cm open,,,1985-0022_wotm,,,,The Composer,,Dollars,$,complete,3,86
13031,30579,,Hotel Saskatchewan,,,,23x15cm folded; 23x30cm open,,,1937-0054_wotm,,,1937-03-10,Hotel Saskatchewan,,Canadian Dollars,C$,complete,3,161
13869,31459,,S.S. Minnetonka,,,,16.5x10.5cm folded; 16.5x21cm open,,,1932-0028_wotm,,,1932-06-17,S.S. Minnetonka,,,,complete,3,32
8726,26112,,HOTEL ALGAZAR,LUNCHEON,COMMERCIAL,"ST.AUGUSTINE,FL",CARD;ILL;COL;4X7.5;,DAILY;,HOTEL EMBLEM;EVENINGS PROGRAM NOTED;,1901-779,,,1901-03-28,Hotel Alcazar,,,,complete,2,43
1737,15249,,,,,,,,,,,,1900-10-01,Lehigh Valley Railroad   Dining Car Service,,Dollars,$,complete,2,39
8938,26374,,St. James Restaurant Ltd,,RESTAURANT,Maison Prunier,Folder; 7.25 x 10.25 inches,,Dieter Zander Collection; meals served after the dinner theater.,Zander 38,,,1968-07-01,St. James Restaurant Ltd,,,,complete,3,130
15597,33216,Healy's Forty-second Street Restaurant,Healy's Forty-second Street Restaurant,,,,33x18.5cm,,,1917-0966_wotm,,,1917-12-18,Healy's Forty-second Street Restaurant,,Dollars,$,complete,2,168
2144,15771,,,,,,,,,,,,1901-05-10,Norddeutscher Lloyd   Bremen,,,,complete,2,74
5486,22079,,RED STAR LINE,BREAKFAST,COMMERCIAL,ABOARD S.S. FRIESLAND,CARD; ILLUS; 5 X 8;,,HANDWRITTEN; ILLUSTATION OF STEAM AND SAILING SHIPS;,1900-667,,,1900-02-01,Red Star Line,,,,complete,2,21
6999,23949,,AMERICAN ASIATIC ASSOCIATION,"BREAKFAST IN HONOR OF TAI HUNG-TZU,VICE PRES.OF THE IMPERIAL CHINESE BOARD OF REVENUE & TUAN FANG,VICEROY OF MIN-CHE",PATR;,"MERCHANTS CLUB,NY",BOOKLET; ILLUS; 4.5X7;,COMPLIMENTARY/TESTIMONIAL,WINES INCLUDED; EVENT WAS 1P.M. MENU MORE APPROPIATE FOR LUNCH THAN BREAKFAST;,1906-126,,,1906-02-03,American Asiatic Association,,,,complete,4,22
5555,22162,,TAMPA BAY HOTEL,LUNCH,COM,"TAMPA,FLA.",BROADSIDE; 4.5 X 7;,,,1901-753,,,1901-03-25,Tampa Bay Hotel,,,,complete,2,39
320,12862,,CALUMET CLUB OF NEW YORK,DAILY MENU,OTHER (SOC);,NEW YORK,CARD; 6.25 X 10;,,PRICED MENU;,1900-2456,,,1900-03-14,Calumet Club Of New York,,Dollars,$,complete,2,105
13412,30978,,Motorliner Kungsholm,,,,24x16.5cm folded; 24x33cm open,,Menu also contains English text,1938-0125_wotm,,,1938-09-05,Motorliner Kungsholm,,,,complete,2,144
10001,27484,,"U.S.M.S. Philadelphia, Tea.",,,,,,,1910-880,,,1910-03-16,"U.S.M.S. Philadelphia, Tea.",,Dollars,$,complete,2,86
3955,20304,,LONG BEACH HOTEL,DINNER,COMMERCIAL,"LONG BEACH, L.I, NY",BROADSIDE; ILLUS; 5X8;,,HOTEL LOGO AT TOP OF MENU;,1900-4004,,,1900-08-05,Long Beach Hotel,,,,complete,2,55
3867,20212,,HAMBURG-AMERIKA LINIE,FRUHSTUCK-LUNCH,COMMERCIAL,"SCHNELLDAMPFER ""DEUTSCHLAND"" COMMODORE ALBERS",CARD; ILLUS; COL; 5X8;,,GERMAN & ENGLISH; EMBLEM AT TOP OF MENU;,1901-2396,,,1901-09-23,Hamburg Amerika Linie,,,,complete,2,86
25,12488,,CHI PSI FRATERNITY,BANQUET OF THE FIFTY NINTH ANNUAL CONVENTION,SOC;,"HOLLAND HOUSE, NEW YORK CITY",BOOKLET; ILLUS; 5 X 7.25;,ANNIVERSARY;,FRENCH; EMBOSSED FRATERNITY LETTERS IN GOLD AND BLUE; GOLD AND BLUE RIBBONS; TOASTS;,1900-2876,,,1900-04-20,Chi Psi Fraternity,,,,complete,4,19
2699,16921,,OCCIDENTAL & ORIENTAL STEAMSHIP CO.,BREAKFAST,COMMERCIAL,SS GAELIC,BROADSIDE; ILLUS; 5.5X8.5;,,"ILLUS, FLAG WITH O/O; HAND-WRITTEN;",1900-3602,,,1900-06-11,Occidental & Oriental Steamship Co.,,,,complete,2,24
14792,32399,The Biltmore,The Biltmore,,,,28x18cm folded; 28x36cm open,,US Food Administration rationing suggestions,1918-0005_wotm,,,1918-01-01,The Biltmore,,Dollars,$,complete,4,153
12060,29582,,"R.M.S. \Queen  Elizabeth\""""",,,,20x15cm folded; 20x30cm open,,,1955-0129_wotm,,,1955-10-13,"R.M.S. \Queen  Elizabeth\""""",,,,complete,3,36
7981,25205,,CENTURY CLUB,DINNER TO S.T.WELLMAN,SOC;,(NY),BOOKLET;ILL;COL;4.5X6;,COMPLIMENTARY/TESTIMONIAL,PHOTOGRAPH;CLUB SCENES;RIBBON ACROSS BOTTOM HOLDING CLUB SEAL;BUILDING PICTURED ON BACK;SEPARATE MENU FOLDER;WINES;,1901-792,,,1901-03-30,Century Club,,,,complete,8,33
13367,30919,,"""Bergen""""""",,,,22x14.5cm folded; 22x29cm open,,B. & N. Line,1938-0154_wotm,,,1938-07-05,"""Bergen""""""",,,,complete,3,12
9694,27166,,"New York Central System, Boston & Albany Railroad",daily menu,RAILROAD,,10 x 7 in. ; ill. ,,"Illustration : ""West bound through the Berkshires."" Supt. Dining Service : A. E. Yarlott.",Soete 189,,,,"New York Central System, Boston & Albany Railroad",,Dollars,$,complete,1,77
4815,21200,,MARSHAL OLIVEIRA OF THE BRAZILIAN COMMISSION,WORLD'S COLUMBIAN EXPOSITION DINNER,GOVT;,METROPOLE HOTEL [CHICAGO IL?],BOOKLET; ILLUS; COL; 5.25 X 7;,OTHER (MEETING),"NEWPAPER CLIPPING ONLY; RED, WHTE AND BLUE RIBBONS AND FLAG; GOLD MEDALLION",1893-031,,,1893-01-01,Marshal Oliveira Of The Brazilian Commission,,,,complete,8,28
8284,25572,,QUINCY HOUSE,THANKSGIVING DINNER,COMMERCIAL,"BOSTON, MA",BOOKLET; ILLUS; COL; 5.5 X 6.75;,SECULAR HOLIDAY;,"ILLUS. OF CORNUCOPIA, PILGRIM WITH TURKEY, MAYFLOWER; RED, WHITE,AND BLUE RIBBON;",1899-771,,,1899-11-30,Quincy House,,,,complete,8,70
16156,33806,The Plaza,The Plaza,,,,23x15.5cm folded; 23x31cm open,,Evening High School Teachers' Association,1914-0263_wotm,,,1914-02-21,The Plaza,,,,complete,5,21
1045,13930,,CHICAGO BEACH HOTEL,DINNER,COMMERCIAL,,CARD;ILLUS;COL;4.25X8.50;,DAILY;,COMPANY EMBLEM;,1900-4829,,,1900-10-30,Chicago Beach Hotel,,,,complete,2,32
2652,16831,,OCEANIC STEAMSHIP COMPANY,LUNCHEON,COMMERCIAL,VENTURA,CARD; ILLUS; COL; 5.5X7;,,SS COMPANY FLAG AT TOP;,1901-1401,,,1901-05-23,Oceanic Steamship Company,,,,complete,2,31
7795,24969,,GRIDIRON CLUB,SPECIAL DINNER,MILIT;,"GRIDIRON CLUB, WASHINGTON, DC",BOOKLET; ILLUS; COL; 5.75X9;,ANNIVERSARY;,ENTIRE BOOKLET PREPARED AS MILITARY ORDER; WINES SERVED;,1898-378,,,1898-12-03,Gridiron Club,,,,complete,16,20
705,13394,,OCEANIC STEAMSHIP COMPANY - SONOMA,LUNCHEON,COMMERCIAL,EN ROUTE,BROADSIDE; EMBLEM COL; 5.5 X 7;,,,1901-1352,,,1901-05-20,Oceanic Steamship Company   Sonoma,,,,complete,2,33
11767,29287,,[Restaurant And/Or Location Not Given.],,,,28x21.5cm,,,1995-0009_wotm,,,1995-02-23,[Restaurant And/Or Location Not Given.],,,,complete,1,17
2586,16746,,RED STAR LINE,DINNER,COMMERCIAL,EN ROUTE ABOARD S.S. WESTERNLAND,CARD; ILLUS; 5 X 8;,,HANDWRITTEN; PRICED WINE LIST ON BACK WITH EXCHANGE RATES FROM FRENCH CURRENCY; DUTCH WOMEN AND CHILDREN LOOKING OUT TO SEA AT STEAMER;,1900-2178,,,1900-02-27,Red Star Line,,Dollars,$,complete,2,27
8068,25310,,TENNESSEE CENTENNIAL EXPOSITION,LUNCHEON,COMMERCIAL,[SR RR]ENROUTE NASHVILLE TO WASHINGTON [DC],CARD;5.5X7.5;,COMPLIMENTARY/TESTIMONIAL,2 COPIES;,1897-188,,,1897-06-13,Tennessee Centennial Exposition,,,,complete,2,33
3431,19770,,OCEANIC STEAMSHIP CO.,DINNER,COMMERCIAL,EN ROUTE ABOARD VENTURA,CARD; 5.5 X 8.5;,,LOGO;,1901-1454,,,1901-05-27,Oceanic Steamship Co.,,,,complete,2,49
15302,32916,Waldorf Astoria,Waldorf Astoria,,,,28x20.5cm folded; 28x41cm open,,,1917-0656_wotm,,,1917-11-23,Waldorf Astoria,,Dollars,$,complete,4,26
1369,14369,,CLEVELAND BANKS AND BANKERS,BANQUET TO MEMBERS OF THE OHIO BANKERS ASSOCIATION,PROF;,"HOLLENDEN HOTEL, [CLEVELAND, OH]",BOOKLET; ILLUS; COL; 6 X 7.25;,COMPLIMENTARY/TESTIMONIAL,WINES; TOASTS; VISITING CARD OF OTTO GULDEMEISTER OF PHOENIX CLUB IN CINCINNATI INCLUDED; RED CARNATION AND U.S. SEAL; SEAL OF OHIO ON BACK COVER;,1901-2594,,,1901-10-24,Cleveland Banks And Bankers,,,,complete,10,25
6755,23648,,IMPERIAL HOTEL,BREAKFAST,COMMERCIAL,"PETOSKEY, MI;",CARD; 4.75 X 7.25;,,INFORMATION ABOUT PLACE HANDWRITTEN BY FNB;,1899-528,,,1899-07-25,Imperial Hotel,,,,complete,2,33
1104,14000,,CAFE SACHS,DAILY MENU,COMMERCIAL,"86 CANAL STREET, NY",FOLDER; 5.75 X 8.25;,,PRICED MENU;,1900-5079,,,1900-12-23,Cafe Sachs,,Dollars,$,complete,4,60
3365,19694,,,,,,,,,,,,1901-08-18,Hotel Champlain,,,,complete,2,48
1180,14102,,KING CHRISTIAN IX OF DENMARK,DINNER,GOV;,"KING'S PALACE,DENMARK",BROADSIDE; 4.5 X 6;,COMPLIMENTARY/TESTIMONIAL,MENU IN FRENCH;,1901-2690,,,1901-11-22,King Christian Ix Of Denmark,,,,complete,2,7
11319,28830,,Lido Cabaret Restaurant,,,,31x21cm folded; 31x42 open,,,1987-0096_wotm,,,1987-01-01,Lido Cabaret Restaurant,,Francs,FF,complete,4,63
12920,30468,,The Waldorf Astoria,,,,25.5x18cm folded; 25.5x36cm open,,,1941-0015_wotm,,,1941-01-22,The Waldorf Astoria,,,,complete,4,13
16844,34593,Waldorf-Astoria,Waldorf-Astoria,,,,,,Evacuation Day - Old Guard,1912-0777_wotm,,,1912-11-25,Waldorf-Astoria,,Dollars,$,complete,1,141
16722,34396,Café des Beaux-Arts,Café des Beaux-Arts,,,,24x18cm folded; 24x36cm open,,Cranford Company,1913-0019_wotm,,,1913-01-08,Café des Beaux-Arts,,,,complete,3,18
11350,28862,,Dinkelacker Hirschbräu,,,,30x21cm ,,,1962-0088_wotm,,,1962-12-08,Dinkelacker Hirschbräu,,Deutsche Marks,DM,complete,1,37
13120,30668,,"S.S. ""De Grasse""""""",,,,27x21cm folded; 27x42cm open,,French line,1937-0141_wotm,,,1937-06-17,"S.S. ""De Grasse""""""",,,,complete,4,12
7596,24705,,TAMPA BAY HOTEL,DINNER,COM,"TAMPA,FLA.",FOLDER; 4.5 X 7.25;,,,1901-505,,,1901-02-26,Tampa Bay Hotel,,,,complete,4,50
653,13295,,LEHIGH VALLEY RAILROAD - DINING CAR SERVICE,DINNER,COMMERCIAL,EN ROUTE,BROADSHEET; ILLUS; COL; 5.5 X 8;,,,1900-4537,,,1900-10-01,Lehigh Valley Railroad   Dining Car Service,,Dollars,$,complete,2,47
1217,14150,,NORDDEUTSCHER LLOYD BREMEN,SUPPER (?),COMMERCIAL,EN ROUTE ABOARD DAMPFER FRIEDRICH DER GROSSE,CARD; ILLUS; COL;5.25 X 8.25;,,MENU IN GERMAN ONLY; ILLUSTATION OF SHIP AND ROCKY SHORE; BACK OF MENU IMPRINTED FOR USE AS POSTCARD;,1901-1717,,,1901-06-21,Norddeutscher Lloyd Bremen,,,,complete,2,15
9583,27053,,San Francisco Overland Limited,lunch,RAILROAD,San Francisco Overland Limited,"9 x 5 in., fold. ; ill.",,"Date range taken from similar items in collection. Photographic illustration : Carlsbad Caverns. Includes ""luncheon select"" and a la carte options. Manager : Harry A. Butler. Advertisement : Guest Ranches of the Southwest.",Soete 11,,,1920-01-01,San Francisco Overland Limited,,Dollars,$,complete,6,116
9573,27043,,New China Cafe,daily menu,RESTAURANT,New China Cafe,9 1/2 x 6 in. fold. ; ill.,,"Chinese restaurant menu. Illustration signed : E. L. Taylor. Includes ""menu a la carte"" and ""special course dinners.""",Soete 73,,,1937-01-01,New China Cafe,,Dollars,$,complete,6,463
15418,33034,Louis Sherry,Louis Sherry,,,,26.5x15.5cm folded; 26.5x31cm open,,,1917-0527_wotm,,,1917-11-17,Louis Sherry,,Dollars,$,complete,2,236
16127,33776,Hotel DuPont,Hotel DuPont,,,,16.5x11cm folded; 16.5x22cm open,,Order of Elks,1914-0233_wotm,,,1914-02-12,Hotel DuPont,,,,complete,3,17
16512,34174,Waldorf Astoria,Waldorf Astoria,,,,23.5x16.5cm folded; 23.5x33cm open,,,1914-0876_wotm,,,1914-09-01,Waldorf Astoria,,Dollars,$,complete,3,370
3945,20293,,NIPPON YUSEN KAISHA,TIFFIN,COMMERCIAL,EN ROUTE ABOARD SS. KASUGA,BROADSIDE; 5.5 X 7.75;,,HANDWRITTEN; GREEN BORDER;,1900-4305,,,1900-09-06,Nippon Yusen Kaisha,,,,complete,2,18
5016,21455,,MEMBERS & EX-MEMBERS OF C. CO. 1ST REG'T N.G.S.M.,RECEPTION & BANQUET TO THIRTEENTH MINNESOTA U.S.V.,MIL;,"MERCHANTS HOTEL, ST. PAUL, MN",BOOKLET; ILLUS; COL; 4.5X7;,COMPLIMENTARY/TESTIMONIAL,"INCLUDES WINES SERVED WITH INDIVIDUAL COURSES; TOASTS; LISTS ""KILLED OR DIED IN SERVICE"" & ""WOUNDED IN ACTION;"" DRAWING OF SOLDIER ON COVER; SILK RIBBON ATTACHMENT;",1899-624,,,1899-10-16,Members & Ex Members Of C. Co. 1st Reg't N.G.S.M.,,,,complete,8,18
